Summary,Issue id,Status,Priority,Resolution,Created,Resolved,Description
Use std::size instead of mozilla::ArrayLength in SeaMonkey,1927363,RESOLVED,--,FIXED,2024-10-27 22:22:57+00:00,2024-10-27 22:39:58+00:00,"We need to port Bug 1922838 ""Use std::size instead of mozilla::ArrayLength""."
Latest SeaMonkey doesn't open anymore.,1927700,RESOLVED,--,DUPLICATE,2024-10-29 09:16:06+00:00,2024-10-29 10:46:13+00:00,SeaMonkey doesn't work with latest Mac OS Sequoia 15.1 update I've installed.
"www.sonepar.com - Top bar, menu, search field and cookie button are missing. Design is broken.",1927895,UNCONFIRMED,--,,2024-10-29 19:39:35+00:00,2025-01-08 22:16:43+00:00,"Steps to reproduce:

https://www.sonepar.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Top bar, menu, search field and cookie button are missing. Design is broken.


Expected results:

Loading all missing items.

Tested with Firefox."
"www.mattsleeps.com - Design is broken. Menu does not work. Many missing items, pictures and chatbox. Animation does not work.",1928409,UNCONFIRMED,--,,2024-10-31 14:20:14+00:00,2025-01-08 22:16:54+00:00,"Steps to reproduce:

https://www.mattsleeps.com/nl
https://www.mattsleeps.com/nl/het-matras

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Menu does not work. Many missing items, pictures and chatbox. Animation does not work.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.swisssense.nl - Menu does not work. No chatbox. Many missing pictures and items. Text contrast is not good. No pop up. Counter does not work. No space between pictures. nVidia Videocart crashes and gives sometimes black screen with this internetsite.,1928423,UNCONFIRMED,--,,2024-10-31 14:40:58+00:00,2025-01-08 22:17:06+00:00,"Steps to reproduce:

https://www.swisssense.nl/
https://www.swisssense.nl/matrassen

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Menu does not work. Chatbox is missing. Many missing pictures and items. Text contrast is not good. No pop up. Counter does not work. No space between pictures. nVidia Videocart crashes and gives sometimes a black screen with this internetsite.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
myaccount.corel.com - Blank screen or error message,1928471,UNCONFIRMED,--,,2024-10-31 17:31:31+00:00,2025-01-08 22:17:17+00:00,"Steps to reproduce:

https://myaccount.corel.com/
https://idp.corel.com/idp/profile/SAML2/POST/SSO?execution=e1s2

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Blank screen or error message.


Expected results:

No blank screen or error message.

Tested with Firefox."
Away status isn't reflected correctly in channel userlist in cZ,1928749,RESOLVED,--,FIXED,2024-11-01 21:03:24+00:00,2025-01-26 22:46:18+00:00,"STR
1. Join a room and note your status in channel userlist
2. Mark yourself away
3. Look at your status in channel userlist

Expect result
1. Your username should show as away in the channel userlist

Actual result
1. Your username shows as not away in the channel userlist"
Fix too much recursion and missing variable in cmdSave in cZ,1930391,RESOLVED,--,FIXED,2024-11-10 20:15:39+00:00,2025-01-26 22:48:30+00:00,"STR
1/ Start cZ
2/ Connect to a server and join a channel
3/ Use /save to try to save to an area which will error (e.g. /save file:///test.txt)

Expected result
Error message on output screen

Actual result
Error in stdout of ""too much recursion"" and ""ReferenceError: aMessage is not defined"""
www.itprotoday.com - Blank page,1930494,UNCONFIRMED,--,,2024-11-11 15:36:25+00:00,2025-01-08 22:17:29+00:00,"Steps to reproduce:

https://www.itprotoday.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Blank page.


Expected results:

No blank page.

Tested with Firefox."
www.weller-tools.com - contact - Form is not loaded. Cookie button is missing.,1930495,UNCONFIRMED,--,,2024-11-11 15:43:40+00:00,2025-01-08 22:17:39+00:00,"Steps to reproduce:

https://www.weller-tools.com/us/en/contact

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Form is not loaded. Cookie button is missing.


Expected results:

Loading of the form and cookie button.

Tested with Firefox."
www.rocvantwente.nl - Menu is overlapping the page and does not close,1930498,RESOLVED,--,WORKSFORME,2024-11-11 15:52:11+00:00,2025-01-08 22:18:05+00:00,"Steps to reproduce:

https://www.rocvantwente.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Menu is overlapping the page and does not close.


Expected results:

Normal working of the menu.

Tested with Firefox."
with Sequoia 15.1 I can not open Seamonkey,1930839,RESOLVED,--,DUPLICATE,2024-11-13 07:49:21+00:00,2024-11-13 20:05:44+00:00,"Steps to reproduce:

click on Seamonkey icon to start it (from the dock and also in finder)


Actual results:

L’application « Dock » n’est pas autorisée à ouvrir « (null) ».


Expected results:

Seamonkey starts"
www.klsmartin.com - Language selection dos not work. Menu has no white background. Many white space instead of loading many items. Many missing items.,1932714,UNCONFIRMED,--,,2024-11-21 18:02:08+00:00,2025-01-08 22:18:19+00:00,"Steps to reproduce:

https://www.klsmartin.com/en/disciplines/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Language selection dos not work. Menu has no white background. Many white space instead of loading many items. Many missing items.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.gcgsweden.eu - Design is broken. Menu does not work.,1932725,UNCONFIRMED,--,,2024-11-21 18:21:32+00:00,2025-01-08 22:18:31+00:00,"Steps to reproduce:

https://gcgsweden.eu/product/iqon-full-kit/
https://gcgsweden.eu/shop/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Menu does not work.


Expected results:

Normal and complete working internetsite.

Tested with Firefox."
SeaMonkey link failure with system icu 76.1,1933117,NEW,--,,2024-11-25 02:43:38+00:00,2024-11-25 05:21:16+00:00,"I'm unable to build SeaMonkey 2.53.19 with `--with-system-icu` on openSUSE Tumbleweed (which provides libicu 76.1) due to linker errors:

```
[ 1999s] toolkit/library/libxul.so
[ 1999s] rm -f libxul.so
[ 1999s] /usr/bin/g++-13 -U_FORTIFY_SOURCE -D_FORTIFY_SOURCE=2 -fstack-protector-strong -Wall -Wempty-body -Wignored-qualifiers -Woverloaded-virtual -Wpointer-arith -Wsign-compare -Wtype-limits -Wunreachable-code -Wwrite-strings -Wno-invalid-offsetof -Wc++1z-compat -Wc++2a-compat -Wduplicated-cond -Wimplicit-fallthrough -Wno-error=maybe-uninitialized -Wno-error=deprecated-declarations -Wno-error=array-bounds -Wno-error=free-nonheap-object -Wno-error=multistatement-macros -Wno-error=class-memaccess -Wno-error=deprecated-copy -Wno-error=unused-but-set-variable -Wformat -Wformat-overflow=2 -O2 -Wall -U_FORTIFY_SOURCE -D_FORTIFY_SOURCE=3 -fstack-protector-strong -funwind-tables -fasynchronous-unwind-tables -fstack-clash-protection -Werror=return-type -g -fno-strict-aliasing -fimplicit-constexpr -fno-delete-null-pointer-checks -fno-lifetime-dse -fno-schedule-insns2 -U_FORTIFY_SOURCE -D_FORTIFY_SOURCE=2 -fstack-protector-strong -fno-exceptions -fno-strict-aliasing -fno-rtti -ffunction-sections -fdata-sections -fno-exceptions -fno-math-errno -pthread -pipe -g -freorder-blocks -O2 -fomit-frame-pointer -funwind-tables  -fPIC -shared -Wl,-z,defs -Wl,--gc-sections -Wl,-h,libxul.so -o libxul.so /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/libxul_so.list   -lpthread -fstack-protector-strong -Wl,-z,noexecstack -Wl,-z,text -Wl,-z,relro -Wl,-z,nocopyreloc -Wl,-Bsymbolic-functions -Wl,--build-id=sha1 /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/toolkit/library/StaticXULComponents.ld -Wl,-rpath-link,/home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/dist/bin -Wl,-rpath-link,/usr/lib   ../../js/src/build/libjs_static.a x86_64-unknown-linux-gnu/release/libgkrust.a ../../comm/ldap/c-sdk/libraries/libldap/libldap60.so ../../comm/ldap/c-sdk/libraries/libldif/libldif60.so ../../comm/ldap/c-sdk/libraries/libprldap/libprldap60.so ../../security/sandbox/linux/libmozsandbox.so ../../config/external/lgpllibs/liblgpllibs.so ../../config/external/sqlite/libmozsqlite3.so ../../widget/gtk/mozgtk/libmozgtk.so -Wl,--version-script,symverscript  -L/usr/lib64 -lplds4 -lplc4 -lnspr4 -lpthread -ldl -licui18n -lz -lm -lrt -lX11 -lX11-xcb -lxcb -lXcomposite -lXcursor -lXdamage -lXext -lXfixes -lXi -lXrender -lc -Wl,-rpath-link,/usr/lib64 -lssl3 -lsmime3 -lnss3 -lnssutil3 -lfreetype -lfontconfig -lgtk-3 -lgdk-3 -lpangocairo-1.0 -lpango-1.0 -lharfbuzz -latk-1.0 -lcairo-gobject -lcairo -lgdk_pixbuf-2.0 -lgio-2.0 -lgobject-2.0 -lglib-2.0 -lwebp -lwebpdemux -lasound -ldbus-glib-1 -ldbus-1 -lxcb-shm -lpangoft2-1.0 -lXt -lgthread-2.0 -lproxy
[ 2001s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: warning: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/toolkit/library/StaticXULComponents.ld contains output sections; did you forget -T?
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../chrome/Unified_cpp_chrome0.o: in function `nsChromeRegistry::SanitizeForBCP47(nsTSubstring<char>&)':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/chrome/nsChromeRegistry.cpp:702:(.text._ZN16nsChromeRegistry16SanitizeForBCP47ER12nsTSubstringIcE+0x76): undefined reference to `uloc_toLanguageTag_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../chrome/Unified_cpp_chrome0.o: in function `nsChromeRegistry::GetDirectionForLocale(nsTSubstring<char> const&)':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/chrome/nsChromeRegistry.cpp:645:(.text._ZN16nsChromeRegistry21GetDirectionForLocaleERK12nsTSubstringIcE+0xaf): undefined reference to `uloc_isRightToLeft_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../intl/hyphenation/glue/Unified_cpp_hyphenation_glue0.o: in function `mozilla::unicode::GetGeneralCategory(unsigned int)':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/dist/include/nsUnicodeProperties.h:85:(.text._ZN12nsHyphenator9HyphenateERK12nsTSubstringIDsER8nsTArrayIbE+0x168): undefined reference to `u_charType_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../intl/locale/Unified_cpp_intl_locale0.o: in function `SanitizeForBCP47(nsTSubstring<char>&, bool)':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/intl/locale/LocaleService.cpp:63:(.text._ZL16SanitizeForBCP47R12nsTSubstringIcEb+0x9a): undefined reference to `uloc_toLanguageTag_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../intl/locale/Unified_cpp_intl_locale0.o: in function `mozilla::intl::LocaleService::IsAppLocaleRTL()':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/intl/locale/LocaleService.cpp:566:(.text._ZN7mozilla4intl13LocaleService14IsAppLocaleRTLEv+0x9e): undefined reference to `uloc_isRightToLeft_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../intl/locale/Unified_cpp_intl_locale0.o: in function `mozilla::intl::Locale::AddLikelySubtags()':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/intl/locale/MozLocale.cpp:177:(.text._ZN7mozilla4intl6Locale16AddLikelySubtagsEv+0x5a): undefined reference to `uloc_addLikelySubtags_76'
[ 2015s] /usr/lib64/gcc/x86_64-suse-linux/13/../../../../x86_64-suse-linux/bin/ld: /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/obj-x86_64-pc-linux-gnu/toolkit/library/../../intl/locale/Unified_cpp_intl_locale0.o: in function `mozilla::intl::OSPreferences::CanonicalizeLanguageTag(nsTString<char>&)':
[ 2015s] /home/abuild/rpmbuild/BUILD/seamonkey-2.53.19/mozilla/intl/locale/OSPreferences.cpp:104:(.text._ZN7mozilla4intl13OSPreferences23CanonicalizeLanguageTagER9nsTStringIcE+0x3f): undefined reference to `uloc_toLanguageTag_76'
⋮
```

Applying Attachment 9365067 from Bug 1864745 does not work around the error.  Perhaps this is related to (or the same as) Bug 1927380?"
Layout engine ignores sidebar width,1933743,UNCONFIRMED,--,,2024-11-27 15:27:09+00:00,2024-11-27 15:27:09+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36

Steps to reproduce:

Open the sidebar, and page content is no longer visible because it does not reflow. 


Actual results:

Even refreshing the web page results in a slice off the right side of the page being unviewable because the layout engine seems to use the full window width as the viewport width, rather than window width minus sidebar width.


Expected results:

The layout should take into account the viewport size, and ideally reflow as the sidebar is resized or toggled."
www.painless.nl - Blank page with only a rotating circle,1934454,UNCONFIRMED,--,,2024-12-01 18:04:03+00:00,2025-01-08 22:18:41+00:00,"Steps to reproduce:

https://painless.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Blank page with only a rotating circle


Expected results:

Loading of the internetsite.

Tested with Firefox."
LSOpenURLsWithRole() failed with error 54 on OSX 15.1.1,1935343,RESOLVED,--,DUPLICATE,2024-12-05 11:14:35+00:00,2024-12-07 07:07:14+00:00,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 OPR/115.0.0.0

Steps to reproduce:

1. Downloaded the dmg and installed the software


Actual results:

When trying to open SM on this platform results in the above error on 15.1.1 running on an M1.

SIP is enabled, and startup security policy is set to ""Full Security"".

Logs analysis inconclusive so far. Happy to provide more info if required.


Expected results:

SM starts normally."
